"Word1";"Word2";"Word3";"Word4";"Word5";"Word6";"Word7";"Word8";"Word9";"Word10";"Word11";"Word12";"Word13";"Word14";"Word15";"Word16";"Word17";"Word18";"Word19";"Word20";"Word21";"Word22";"Word23";"Word24";"Word25";"Word26";"Word27";"Word28";"Word29";"Word30";"Word31";"Word32";"Word33";"Word34";"Word35";"Word36";"Word37";"Word38";"Word39";"Word40";"Word41";"Word42";"Word43";"Word44";"Word45";"Word46";"Word47";"Word48";"Char1";"Char2";"Char3";"Char4";"Char5";"Char6";"Capitalrun1";"Capitalrun2";"Capitalrun3";"Spam"
1,88;0;0;0;0;0;0;0;0;0;0;0,31;0;0;0;0;0;0;0,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,168;0;0,112;0;0,056;2,933;23;311;0
0,68;0,17;0,51;0;0,34;0;0,51;0;0;0,51;0;0,51;0,51;0,17;0,17;0,34;0,17;1,02;4,96;0;1,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0,063;0,095;0;0,126;0;0;2,285;40;224;1
0;0;0;0;0;0;0;0;0;1,19;0;2,38;0;0;0;0;0;0;1,19;0;0;0;0;0;1,19;1,19;0;2,38;0;0;0;0;0;0;0;1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0,621;0;0;0;0;2,617;11;89;0
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;0
0,52;0;1,05;0;0,52;0;0;0;0;0;0;3,17;0;0;0;0;0;0;0,52;0;0;0;0;0;2,64;2,64;0,52;0;0;0;0;0;0;0;0;0,52;1,05;0;2,64;0;0;0,52;0,52;1,58;0,52;0;0;0,52;0,084;0,169;0,084;0;0;0;1,577;12;112;0
0;0;0;0;0;0,67;0;0,67;0;0;0;2,02;0;0;0;0;0;0;0;0;0;0;0;0;2,02;1,35;0;1,35;0;0;0;0;0;0;0,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,205;0;0;0;0;2,84;24;142;0
0;0;0;0;0,64;0;0,64;0;0;0;0;0,64;0;0;0;0;0;0;5,8;0;0,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,64;0;0;0;0;0;0;1,44;0;0;2,875;21;115;1
0;0,51;0;0;0;0;0;0;0;0,51;1,02;0,51;0;0;0;0,25;0,76;1,27;2,04;0;0,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;0;0;0;0;0;0;0;0,457;0;0,29;0;0,124;2,614;66;149;1
0,47;0;1,19;0;0,23;0,23;0;0;0;0,47;0;1,43;0;0;0;0,71;1,43;0;5,26;0;2,63;0;0,71;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,23;0;0;0;0;0;0;0;0;0;0;0,178;0;0,402;0,402;0,089;5,681;49;392;1
0;0;0;0;0;0;0;0;0;0,88;0;0;0;0;0;0;0;0;1,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,88;0;0,88;0;0;0;0;0;0;1,76;0;0;0;0,157;0;0,157;0;0;2;15;84;0
0;0;2,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,389;0;0,389;0;0;1,26;3;29;0
0;0;0,15;0;0,62;0;0,31;0;1,09;0;0;0;0,46;0;0;0,15;0,15;1,4;2,19;0;1,09;0;0,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,252;0;0,378;4,017;0;3,278;23;259;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,333;14;20;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,5;9;11;0
0;0;0,43;0;0;0;0;0;0;0;0;0,43;1,29;0;0;0;0;0;1,29;0;0,43;0;0;0;0,86;0;0;0;0;0;0;0;0,43;0;0;0,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0,22;0;0,146;0;0;1,341;6;55;0
0;0;0,76;0;0,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0,76;0;0;0;0;0;0,76;0;1,52;0,76;0,76;1,52;0,76;0,76;0;0,76;0,76;0,76;0,76;0;0;0,76;0;0,76;0;0;2,29;0;0;0;0;0,254;0;0,127;0;0;1,755;11;79;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,57;0;0,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,78;0,78;0,78;0;0;0;0;0;0;0;0;2,848;51;94;0
0;0;0;0;0;0;0;0;0;0;0,61;0,61;0;0;0;0;0;0;0;0;0;0;0;0;1,85;0;0;0;0;0,61;0;0;0,61;0;0;0,61;0,61;0;0;0;0;0,61;0;0;0;0;0;0;0,179;0;0;0;0;0;1,24;6;67;0
0;0;1,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,33;0;0;0;0;0;0;2,66;1,33;0;1,33;0;1,33;1,33;0;0;0;1,33;1,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0,288;0;0,144;0;0;1,857;10;39;0
0;0;0;0;0;0;0;0;0;0;0;0,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,63;0;0;0;0;0;0;0;0,63;13,37;0;0;0;0,158;0;0;0,079;0,079;1,719;15;98;0
0,18;0;0,18;0;1,57;0,36;0,06;0,06;0,06;0,12;0,06;0,54;0,3;0,06;0;0;0,72;0,06;4,54;0,24;1,09;0;0,84;0,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,06;0;0,06;0;0;0;0,01;0,052;0;0,01;0,167;0;1,733;12;442;1
0;0;0;0;0;0;0;0;0;0;0;0;0,54;0;0;0,54;0,54;0;1,63;0;0,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,54;0;0,54;0;0;0;0;0;0,407;0;0;2,038;14;53;0
0;0;0;0;0;0;0;0;0;1,36;0;0;0;0;1,36;0;0;0;0;0;0;0;0;0;1,36;1,36;0;0;0;0;0;0;1,36;0;0;0;1,36;0;0;0;0;0;1,36;0;0;0;0;0;0;0,404;0,202;0;0;0;3,533;17;53;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;1;2;1
0;0;0,96;0;0;0;0;0;0;0;0;0,48;0;0;0;0,96;0;0,48;5,79;0;1,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,48;0;0;0;0;0,086;0;0,26;0,086;0;1,117;4;38;1
0;0;0;0;0;0;0;0;0;0;0;3,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,438;0;0;0;0;1;1;9;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0;0;0;0;0;0;0;0,054;0,353;0;0;0;4,438;28;1589;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,51;0;0;0;0;0;1,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,51;0;0;0;0,3;0;0;0;0;0;1,611;5;29;0
0,33;0,33;0;0;0;0;0;0;0;0;0;0,33;0;0;0;0;0;0,99;0,33;0;0,66;0;0;0;4,98;0;0;0;0;0;0;0;0;0;0;0;0,33;0;0,66;0;0;0;0;0;0;0;0;0;0,306;0,204;0;0,306;0;0;5,525;100;431;0
0;0;0,39;0;0,39;0,39;0;0;0;0;0;0;0,39;0;0;0,39;0;0,39;1,17;0;0,78;0;0,39;0,39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,39;0;0;0;0,065;0,065;0,261;0,065;0;2,89;55;159;0
0;0;0,52;0;0;0;0;0;0;0;0;1,56;0;0;0;0,52;0;0;0,52;0;0;0;0;0;0;0;0;0;0;0;0;0;5,72;0;0;0;1,56;0;0;0;0,52;1,04;0;0;0;0,52;0;0;0;0,075;0,151;0;0;0;2,416;18;116;0
0;9,52;0;0;0;0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;1;1;10;0
0;14,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;5;9;0
0,71;0;0;0;5;0;0;0;0;0;0;0;0;0;0;2,85;0;0;2,14;0;0;0;0;0,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,417;0;0;3,029;12;103;1
1,19;0;0,59;0;0;0;0;0;0;0;0;1,19;0;0;0;0;0;0;2,97;0;1,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,102;0;0;1,52;7;38;0
0;0;0;0;2,32;0;0;0;0;0;0;0;0;0;0;0,77;0;0;0;0;0;0;0;0;1,55;0,77;0,77;0,77;0,77;0,77;0,77;0,77;0;0,77;0,77;0,77;0;0;0;0,77;0;0;0;0;0;0;0;0;0;0,376;0,125;0;0;0;2,4;11;48;0
0;0;0;0;2,1;0;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;34;108;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;0;0;0;0,364;0;0;0;0;3,23;38;126;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,88;0;0;0;0;0;1,88;0;0;0;0;0;0;0,366;0;0;2;15;28;0
0;0;0,08;0;0;0,25;0;0,25;0,08;0;0;1,17;0,08;0,25;0;0;0,42;0;0;0;0;0;0;0;3,11;0;0;0;0;0;0;0;0,16;0;0;0,25;0,25;0;0;0;0;0;0;0;0;0;0;0;0,034;0,08;0;0;0;0;2,023;27;694;0
0;0;0,94;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0;0,47;0;0;0;0;0;0;0;0;0;0;0;0,94;0;0;0;0;1,42;0;0;0;0;0;0,94;0;0;0;0;0;0;1,766;4;53;0
0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;0;0;0;4,76;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0
0,17;0;0,17;0,17;1,43;0,34;0,05;0,05;0,05;0,05;0,05;0,51;0,28;0,05;0;0;0,69;0,05;4,2;0,23;1,03;0,17;0,74;0,05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,01;0,05;0;0,02;0,161;0,03;2,093;51;536;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,55;0;0;0;0;0;0;0;2,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0
0;0,68;0,34;0;0;0;0;0,34;0;0;0,34;0;0;0;0;1,72;0;0;1,03;0;2,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0;0,34;0;0;0;0;0,046;0;0;0;0;3,344;107;194;0
0;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,02;0;0;0;0;0;0,395;0;0;0;1,523;6;32;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,333;11;13;0
0,08;0,08;0,76;0;0,85;1,02;0,25;0,17;0,59;0,08;0,17;0,59;0,17;0;2,21;0,25;0,08;0,93;1,61;0,17;0,42;0;0,85;0,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,08;0;0;0,17;0,08;0,08;0,08;0;0;0;0,063;0;0,394;0,114;0,012;7,484;669;1407;1
0;0,26;0,26;0;0,26;0;0;0,26;0;0;0,26;1,07;0;0;0;0;0,53;0;1,07;0;1,07;0;0;0;1,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,111;0;0;0,037;0;1,564;8;194;0
0;0;0,29;0;0,87;0;0,29;0;0,87;0;0;1,45;0;0;0;0;0;0,29;5,24;0;1,45;0;0;0,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,042;0;0;0,085;0;5,145;33;247;1
0;0,37;0,37;0;0,09;0,09;0;0,37;0;0;0;0,28;0,28;0;0;0,84;0,09;0,56;2,72;0;2,16;0;0,18;0;0;0;0;0;0;0;0;0;0;0;0;0;0,09;0;0;0;0;0;0;0;0,18;0;0;0;0;0,056;0;0,142;0,071;0,014;1,934;19;383;0
0;0,67;0,33;0;0,33;0,33;0,33;0,33;0;0;0,67;1;0;0;0;1;0,33;0,33;2,68;2,68;3,02;0;0;0,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,053;0;0,16;0;0,107;6,111;139;275;1
0;0;0;0;0;0;0;0;0;0;0;1,02;0;0;0;0;0;1,02;2,04;0;0;0;0;0;2,04;1,02;0;0;0;0;0;0;0;0;0;0;0;0;1,02;0;0;0;0;0;0;0;0;0;0;0,188;0;0;0;0;3,9;13;78;0
0,24;0;0,99;0;0,99;0;0,49;0,99;0;0,24;0;0,49;0;0;0;0,49;0,99;0,74;1,98;0,74;0,99;0;0;0,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,179;0;0,847;0,077;0;3,219;114;499;1
0,15;0;0,63;0;0,07;0,11;0;0;0;0,03;0;0,07;0,37;0;0;0;0,03;0,03;1,16;0;0,22;0;0;0;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0;0;0;0,03;0;0;0,22;0,03;0;0;0,014;0,05;0;0,014;0;0;1,111;7;389;0
0,99;0;0,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,98;2,97;0;0;0;0;0;0,186;0;0;1,937;15;62;0
0;0;0;0;0;0;0;0;0;0;0,38;0,19;0;0;0;0;0;0;1,33;0;0,38;0;0;0;0,19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,19;0;0;0;0;0;0;0;0;0;0,154;0;0,03;0;0,03;2,852;12;388;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,12;0;0;0;0;0;6,25;3,12;3,12;3,12;3,12;3,12;3,12;3,12;0;3,12;3,12;3,12;0;0;0;3,12;0;0;0;0;0;0;0;0;0;0,913;0;0;0;0;3,454;11;38;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,666;3;15;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,74;0;0;1,625;6;13;0
0,9;0;0;0;0;0;0,9;0;0;0;0;0;0;0;0;0;0,9;0,9;1,81;0;2,72;0;0;0,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,546;0;0;2,818;19;62;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56;0;0;0;0;0,465;0;0;0;0;1,769;6;23;0
0,35;0,1;0,55;0;2,15;0,15;0;0;0,1;0,75;0,35;0,85;0,25;0;0;0,15;0,3;0;5;0;1,75;0;0,05;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0,008;0,035;0;0,149;0,131;0,008;3,629;127;617;1
0;0;2,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,12;0;0;0;0;0;0;0;0;0;0;0;0;4,368;52;83;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,29;0;0;0;0;0;2,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,76;0;0;0;0;0,258;0;0;0;0;3,74;53;101;0
0;0;0;0;0;0;0;0;0;0,29;0;0;0;0;0;0;0;0;0,58;0;0,58;0;0;0;3,51;2,34;0,87;2,34;0,58;1,17;0,58;0,58;0;0,58;1,17;0,58;0,29;0;0,87;0,58;0;0,87;0,29;0;0,58;0;0;0;0,091;0,637;0,045;0;0;0;3,552;37;373;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;2;2;4;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2,095;11;44;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,83;4,83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,302;0;1,7;5;17;1
0;0;0,35;0;0,35;0,71;0;0;0;0;0;0,71;0;0;0;0;0;0;0,71;0;0,35;0;0;0;0;0;0;0;0;0;0;0;0,35;0;0;0;0,35;0;0,35;0;0;0;0,35;0;0,35;0;0;0;0;0,124;0;0,372;0;0;1,641;12;110;0
0;0;0;0;4,25;0;0,7;0;0;0;0;0;0;0;0;2,83;0;0;4,96;0;1,41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;0;1,153;3;30;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,52;4,76;4,76;4,76;4,76;4,76;4,76;4,76;0;4,76;4,76;4,76;0;0;0;4,76;0;0;0;0;0;0;0;0;0;1,257;0;0;0;0;3,333;11;30;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,787;0;0;1,875;7;15;0
0,49;0,21;0,56;0;0,28;0,21;0;0,28;0,28;0,98;0,42;0,98;0,14;0;0;1,12;0,7;0,07;2,24;0;0,98;0;0,07;0,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,07;0;0;0;0;0,14;0;0;0;0;0,108;0;0,768;0,312;0;3,401;94;966;1
0;0;0,1;0;0;0;0;0,1;0;0;0,2;0,41;0,1;0;0;0,1;0,1;0;0,1;0;0;0;0,1;0;3,02;0;0;0;0;0;0;0;0;0;0;0,52;0,31;0;0;0,1;0;0;0;0;0;0;0;0,1;0,074;0,134;0;0;0,059;0;2,529;26;597;0
0,58;0;0,34;0;0,11;0,11;0;0;0;0,23;0,23;0,93;0,93;0;0;0,58;0,23;0,11;4,19;0;1,51;0;0,58;0,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,34;0;0;0;0;0;0,11;0;0;0,11;0;0,125;0;0,733;0,104;0,335;8,192;326;1360;1
0;0;0;0;0;0,74;0;0;0;0,74;0;0,37;0;0;0;0;0;0;2,61;0;1,49;0;0;0;0,37;0,37;0;0,74;0;0;0;0;0,37;0;0;0,37;0,37;0;0,37;0;0;0,37;0;0,74;0,37;0;0;0;0;0,405;0;0;0;0;2,28;11;130;0
0;0;0;0;0;0;0;0;0;0;0;1,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,342;8;89;0
0;0;0,32;0;0,64;0,64;0,32;0,32;0;0;0;0,32;0,32;0;0;0,32;0,32;0;2,27;0;3,24;0;0;0,32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,32;0;0;0;0;0,106;0;0;0,159;0,053;1,537;10;143;1
0,75;0;0,37;0;0;0;0;0;0;0;0;0;0,37;0;0;0;0;0;1,12;0;1,87;0;0;0;0,75;0,37;1,87;0,37;0,37;0,37;0,37;0,37;0;0,37;0,37;0,37;0,75;0;0,37;0,37;0;0;2,63;0;0,75;0;0;0;0;0,305;0;0,061;0;0;1,903;13;118;0
